name,nse_symbol,isin
Yes Bank Limited,YESBANK,INE528G01035
Yogi Limited,YOGI,INE290E01011
Yuken India Limited,YUKEN,INE384C01016
Zaggle Prepaid Ocean Services Limited,ZAGGLE,INE07K301024
Zee Entertainment Enterprises Limited,ZEEL,INE256A01028
Zee Learn Limited,ZEELEARN,INE565L01011
Zee Media Corporation Limited,ZEEMEDIA,INE966H01019
Zenith Exports Limited,ZENITHEXPO,INE058B01018
Zenith Steel Pipes & Industries Limited,ZENITHSTL,INE318D01020
Zensar Technologies Limited,ZENSARTECH,INE520A01027
Zen Technologies Limited,ZENTEC,INE251B01027
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,INE342J01019
ZF Steering Gear (India) Limited,ZFSTEERING,INE116C01012
Zim Laboratories Limited,ZIMLAB,INE518E01015
Zodiac Energy Limited,ZODIAC,INE761Y01019
Zodiac Clothing Company Limited,ZODIACLOTH,INE206B01013
Zota Health Care LImited,ZOTA,INE358U01012
Saraswati Commercial India Limited,ZSARACOM,INE967G01019
Zuari Agro Chemicals Limited,ZUARI,INE840M01016
ZUARI INDUSTRIES LIMITED,ZUARIIND,INE217A01012
Zydus Lifesciences Limited,ZYDUSLIFE,INE010B01027
Zydus Wellness Limited,ZYDUSWELL,INE768C01028
